;notas_gerais;sexo;cor;renda;colegio_do_ensino_medio;familiar_ensino_superior
793;46.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
794;42.9;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
795;44.7;F;preta;entre 6 e 3 salarios;todo em escola publica;A
796;23.0;F;preta;entre 3 e 4.5 salarios;todo em escola publica;A
797;38.5;F;branca;entre 6 e 3 salarios;todo em escola privada;A
798;39.4;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
799;37.0;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
800;68.0;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
801;40.2;F;branca;menor que 1.5 salarios;todo em escola publica;A
802;34.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
803;37.0;F;branca;menor que 1.5 salarios;todo em escola publica;A
804;40.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
805;27.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
806;31.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
807;44.0;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
808;31.9;F;branca;entre 6 e 3 salarios;todo em escola privada;A
809;42.6;F;branca;menor que 1.5 salarios;todo em escola privada;A
810;43.8;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
811;47.9;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
812;35.5;F;branca;menor que 1.5 salarios;todo em escola privada;A
813;45.8;F;parda;entre 6 e 3 salarios;todo em escola privada;A
814;47.0;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
815;45.6;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
816;45.3;F;branca;entre 6 e 3 salarios;todo em escola privada;A
817;34.5;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
818;49.6;F;parda;entre 10 e 30 salarios;todo em escola publica;A
819;53.6;F;branca;entre 6 e 3 salarios;todo em escola publica;A
820;32.9;F;branca;entre 6 e 3 salarios;todo em escola privada;A
821;30.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
822;48.8;F;branca;entre 10 e 30 salarios;todo em escola privada;A
823;43.9;F;branca;entre 10 e 30 salarios;todo em escola privada;A
824;46.5;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
825;37.3;F;branca;entre 1.5 e 3 salarios;maior parte em escola privada;A
826;34.2;F;preta;entre 6 e 3 salarios;todo em escola privada;A
827;45.9;F;branca;entre 10 e 30 salarios;todo em escola privada;A
828;50.5;F;branca;entre 10 e 30 salarios;parte no brasil e parte no exterior;A
829;45.7;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
830;51.1;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
831;38.2;F;branca;menor que 1.5 salarios;todo em escola publica;A
832;24.6;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
833;45.9;F;parda;entre 6 e 3 salarios;todo em escola privada;A
834;36.6;F;branca;entre 10 e 30 salarios;todo em escola publica;A
835;32.0;F;parda;entre 10 e 30 salarios;todo em escola publica;A
836;44.4;F;branca;entre 10 e 30 salarios;todo em escola publica;A
837;34.5;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
838;28.4;F;branca;entre 10 e 30 salarios;todo em escola privada;A
839;32.9;F;preta;entre 6 e 3 salarios;todo em escola privada;A
840;19.3;F;indigena;entre 3 e 4.5 salarios;todo no exterior;A
841;28.7;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
842;26.2;F;branca;menor que 1.5 salarios;todo em escola publica;A
843;44.2;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
844;33.6;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
845;35.1;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
846;23.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
847;16.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
848;22.3;F;branca;entre 6 e 3 salarios;parte no brasil e parte no exterior;A
849;25.0;F;parda;menor que 1.5 salarios;todo em escola publica;A
850;31.6;F;branca;entre 10 e 30 salarios;todo em escola privada;A
851;24.1;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
852;15.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
853;33.2;F;preta;entre 6 e 3 salarios;todo em escola privada;A
854;29.3;F;branca;maior que 30 salarios;todo em escola privada;A
855;32.5;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
856;30.6;F;branca;entre 10 e 30 salarios;todo em escola privada;A
857;29.2;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
858;43.6;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
859;28.9;F;parda;entre 1.5 e 3 salarios;maior parte em escola privada;A
860;40.9;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
861;40.8;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
862;31.7;F;parda;entre 10 e 30 salarios;todo em escola publica;A
863;28.3;F;preta;entre 6 e 3 salarios;todo em escola privada;A
864;22.9;F;parda;entre 6 e 3 salarios;maior parte em escola publica;A
865;6.5;F;preta;entre 3 e 4.5 salarios;todo em escola publica;A
866;13.4;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
867;35.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
868;24.9;F;branca;menor que 1.5 salarios;todo em escola publica;A
869;39.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
870;44.8;F;indigena;menor que 1.5 salarios;todo em escola privada;A
871;36.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
872;39.7;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
873;25.3;F;parda;menor que 1.5 salarios;todo em escola publica;A
874;13.0;F;preta;menor que 1.5 salarios;todo em escola privada;A
875;29.2;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
876;25.0;F;branca;entre 10 e 30 salarios;parte no brasil e parte no exterior;A
877;54.4;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
878;40.4;F;branca;entre 10 e 30 salarios;todo em escola privada;A
879;26.9;F;branca;entre 6 e 3 salarios;todo em escola privada;A
880;42.9;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
881;37.2;F;branca;maior que 30 salarios;todo em escola privada;A
882;22.1;F;branca;entre 10 e 30 salarios;todo em escola privada;A
883;44.9;F;branca;maior que 30 salarios;todo em escola privada;A
884;25.3;F;branca;entre 10 e 30 salarios;todo em escola privada;A
885;31.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
886;27.4;F;branca;maior que 30 salarios;todo em escola privada;A
887;21.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
888;32.1;F;branca;maior que 30 salarios;maior parte em escola privada;A
889;30.7;F;branca;maior que 30 salarios;todo em escola privada;A
890;21.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
891;51.8;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
892;41.4;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
893;41.3;F;branca;maior que 30 salarios;parte no brasil e parte no exterior;A
894;41.6;F;branca;entre 6 e 3 salarios;todo em escola privada;A
895;49.3;F;branca;entre 10 e 30 salarios;todo em escola privada;A
896;21.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
897;36.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
898;58.5;F;branca;menor que 1.5 salarios;todo em escola publica;A
899;42.9;F;parda;menor que 1.5 salarios;todo em escola publica;A
900;46.8;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
901;36.5;F;preta;entre 3 e 4.5 salarios;todo em escola privada;A
902;37.8;F;parda;entre 6 e 3 salarios;todo em escola privada;A
903;33.2;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
904;46.8;F;branca;maior que 30 salarios;todo em escola privada;A
905;33.6;F;parda;entre 6 e 3 salarios;todo em escola privada;A
906;71.3;F;branca;entre 10 e 30 salarios;todo em escola privada;A
907;35.4;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
908;33.8;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
909;20.1;F;branca;entre 6 e 3 salarios;todo em escola privada;A
910;32.3;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
911;58.0;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
912;55.7;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
913;27.8;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
914;51.5;F;branca;entre 6 e 3 salarios;todo em escola privada;A
915;38.1;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
916;40.7;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
917;54.6;F;branca;entre 10 e 30 salarios;todo em escola privada;A
918;38.5;F;parda;entre 10 e 30 salarios;todo em escola privada;A
919;21.5;F;preta;entre 6 e 3 salarios;maior parte em escola privada;A
920;52.5;F;branca;menor que 1.5 salarios;todo em escola publica;A
921;31.8;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
922;39.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
923;49.4;F;preta;entre 6 e 3 salarios;todo em escola publica;A
924;26.3;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
925;32.6;F;preta;entre 4.5 e 6 salarios;todo em escola publica;A
926;31.2;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
927;57.0;F;branca;entre 6 e 3 salarios;maior parte em escola privada;A
928;39.6;F;branca;entre 4.5 e 6 salarios;maior parte em escola privada;A
929;26.9;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
930;59.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
931;54.1;F;branca;entre 6 e 3 salarios;todo em escola publica;A
932;57.8;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
933;66.1;F;branca;maior que 30 salarios;todo em escola privada;A
934;57.5;F;branca;entre 10 e 30 salarios;todo em escola privada;A
935;26.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
936;59.5;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
937;33.8;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
938;28.5;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
939;43.0;F;branca;entre 6 e 3 salarios;todo em escola publica;A
940;63.8;F;branca;entre 10 e 30 salarios;todo em escola privada;A
941;43.5;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
942;47.6;F;preta;menor que 1.5 salarios;todo em escola publica;A
943;36.7;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
944;50.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
945;61.5;F;nsr;entre 6 e 3 salarios;todo em escola publica;A
946;33.1;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
947;47.5;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
948;59.3;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
949;62.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
950;35.3;F;branca;entre 10 e 30 salarios;todo em escola privada;A
951;58.9;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
952;60.7;F;branca;entre 6 e 3 salarios;todo em escola publica;A
953;36.5;F;branca;entre 10 e 30 salarios;todo em escola publica;A
954;30.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
955;51.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
956;50.1;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
957;59.0;F;preta;entre 6 e 3 salarios;todo em escola privada;A
958;19.6;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
959;33.3;F;branca;entre 10 e 30 salarios;todo em escola privada;A
960;45.4;F;branca;maior que 30 salarios;todo em escola privada;A
961;35.1;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
962;67.6;F;branca;entre 6 e 3 salarios;todo em escola publica;A
963;39.1;F;branca;entre 6 e 3 salarios;todo em escola privada;A
964;47.0;F;branca;entre 6 e 3 salarios;todo em escola privada;A
965;41.8;F;preta;entre 4.5 e 6 salarios;todo em escola publica;A
966;39.1;F;branca;entre 3 e 4.5 salarios;maior parte em escola publica;A
967;20.8;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
968;36.2;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
969;31.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
970;36.2;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
971;31.0;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
972;25.0;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
973;53.1;F;branca;entre 10 e 30 salarios;todo em escola privada;A
974;41.3;F;parda;menor que 1.5 salarios;todo em escola publica;A
975;33.5;F;amarela;entre 1.5 e 3 salarios;maior parte em escola privada;A
976;29.1;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
977;16.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
978;15.7;F;nsr;menor que 1.5 salarios;todo em escola publica;A
979;35.4;F;preta;menor que 1.5 salarios;todo em escola publica;A
980;18.1;F;nsr;entre 1.5 e 3 salarios;todo em escola publica;A
981;27.9;F;parda;menor que 1.5 salarios;todo em escola publica;A
982;24.4;F;indigena;entre 1.5 e 3 salarios;todo em escola publica;A
983;22.4;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
984;24.2;F;parda;entre 3 e 4.5 salarios;maior parte em escola privada;A
985;24.2;F;branca;menor que 1.5 salarios;todo em escola publica;A
986;28.7;F;branca;entre 10 e 30 salarios;todo em escola privada;A
987;33.5;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
988;26.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
989;29.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
990;37.2;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
991;13.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
992;36.2;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
993;31.6;F;branca;entre 6 e 3 salarios;todo em escola privada;A
994;23.2;F;branca;maior que 30 salarios;todo em escola privada;A
995;26.9;F;branca;maior que 30 salarios;todo em escola privada;A
996;21.3;F;branca;entre 10 e 30 salarios;todo em escola privada;A
997;45.4;F;branca;entre 6 e 3 salarios;todo em escola privada;A
998;44.6;F;branca;maior que 30 salarios;todo em escola privada;A
999;42.7;F;branca;entre 10 e 30 salarios;todo em escola publica;A
1000;14.0;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1001;27.8;F;branca;entre 6 e 3 salarios;maior parte em escola privada;A
1002;31.6;F;amarela;entre 6 e 3 salarios;todo em escola publica;A
1003;17.6;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1004;14.0;F;parda;menor que 1.5 salarios;todo em escola publica;A
1005;23.8;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1006;23.4;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
1007;21.3;F;preta;entre 1.5 e 3 salarios;maior parte em escola privada;A
1008;25.5;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1009;39.6;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1010;37.9;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1011;26.5;F;branca;menor que 1.5 salarios;todo em escola publica;A
1012;39.5;F;branca;menor que 1.5 salarios;todo em escola publica;A
1013;31.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
1014;23.1;F;branca;menor que 1.5 salarios;todo em escola publica;A
1015;26.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
1016;16.7;F;branca;menor que 1.5 salarios;todo em escola publica;A
1017;39.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
1018;34.8;F;nsr;maior que 30 salarios;todo em escola privada;A
1019;36.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1020;32.5;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1021;34.3;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1022;36.1;F;branca;entre 6 e 3 salarios;todo em escola publica;A
1023;25.2;F;preta;entre 4.5 e 6 salarios;todo em escola privada;A
1024;18.8;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1025;29.3;F;branca;entre 1.5 e 3 salarios;maior parte em escola privada;A
1026;35.8;F;amarela;entre 1.5 e 3 salarios;todo em escola privada;A
1027;26.6;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1028;45.9;F;preta;entre 6 e 3 salarios;todo em escola privada;A
1029;28.7;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1030;22.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1031;45.1;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
1032;40.9;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1033;34.3;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1034;21.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
1035;30.8;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1036;31.6;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1037;34.3;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1038;29.7;F;branca;entre 6 e 3 salarios;maior parte em escola publica;A
1039;48.4;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1040;40.9;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1041;45.4;F;branca;entre 4.5 e 6 salarios;maior parte em escola privada;A
1042;40.3;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1043;23.8;F;preta;menor que 1.5 salarios;todo em escola publica;A
1044;22.4;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1045;26.4;F;preta;entre 10 e 30 salarios;todo no exterior;A
1046;42.7;F;parda;menor que 1.5 salarios;todo em escola publica;A
1047;21.7;F;preta;entre 1.5 e 3 salarios;todo em escola privada;A
1048;21.0;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1049;28.3;F;preta;entre 3 e 4.5 salarios;todo em escola publica;A
1050;33.5;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1051;27.5;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
1052;29.7;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
1053;22.4;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1054;36.4;F;preta;entre 6 e 3 salarios;todo em escola publica;A
1055;25.5;F;parda;menor que 1.5 salarios;todo em escola publica;A
1056;18.4;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
1057;28.8;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1058;53.3;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
1059;25.5;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
1060;21.4;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1061;44.5;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1062;15.4;F;preta;entre 1.5 e 3 salarios;todo em escola privada;A
1063;26.9;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
1064;37.0;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
1065;55.1;F;nsr;entre 3 e 4.5 salarios;todo em escola privada;A
1066;36.2;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
1067;20.5;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
1068;42.7;F;branca;entre 1.5 e 3 salarios;maior parte em escola privada;A
1069;18.6;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1070;31.6;F;branca;menor que 1.5 salarios;todo em escola publica;A
1071;40.9;F;branca;entre 6 e 3 salarios;todo em escola privada;A
1072;50.5;F;preta;entre 3 e 4.5 salarios;todo em escola privada;A
1073;38.5;F;branca;menor que 1.5 salarios;todo em escola publica;A
1074;38.0;F;branca;menor que 1.5 salarios;todo em escola publica;A
1075;34.5;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
1076;35.0;F;parda;menor que 1.5 salarios;todo em escola publica;A
1077;27.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
